Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
367,tt0383028,2020-12-29,2020-12-29,,"Synecdoche, New York",https://www.imdb.com/title/tt0383028/,movie,7.5,124,2008,Drama,97585,2008-05-23,Charlie Kaufman,,
368,tt2401878,2020-12-29,2020-12-29,,Anomalisa,https://www.imdb.com/title/tt2401878/,movie,7.2,90,2015,"Animation, Comedy, Drama, Romance",74990,2015-09-04,"Charlie Kaufman, Duke Johnson",,
369,tt0974661,2020-12-31,2020-12-31,,17 Again,https://www.imdb.com/title/tt0974661/,movie,6.4,102,2009,"Comedy, Drama, Fantasy, Romance, Sport",214850,2009-03-11,Burr Steers,,
370,tt12474056,2021-01-05,2021-01-05,,Nuevo orden,https://www.imdb.com/title/tt12474056/,movie,6.5,86,2020,"Crime, Drama, Sci-Fi, Thriller",9253,2020-09-10,Michel Franco,,
371,tt7146812,2021-01-05,2021-01-05,,Onward,https://www.imdb.com/title/tt7146812/,movie,7.4,102,2020,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",167794,2020-02-21,Dan Scanlon,,
372,tt0066921,2021-01-10,2021-01-10,,A Clockwork Orange,https://www.imdb.com/title/tt0066921/,movie,8.3,136,1971,"Crime, Sci-Fi",874991,1971-12-19,Stanley Kubrick,,
373,tt0266697,2021-01-10,2021-01-10,,Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/,movie,8.2,111,2003,"Action, Crime, Thriller",1181591,2003-09-29,Quentin Tarantino,,
374,tt0454431,2021-01-10,2021-01-10,,Chocolate: Deep Dark Secrets,https://www.imdb.com/title/tt0454431/,movie,4.8,160,2005,"Crime, Drama, Mystery, Thriller",2291,2005-05-22,Vivek Agnihotri,,
375,tt1276104,2021-01-12,2021-01-12,,Looper,https://www.imdb.com/title/tt1276104/,movie,7.4,119,2012,"Action, Drama, Sci-Fi, Thriller",599820,2012-09-06,Rian Johnson,,
376,tt1306980,2021-01-12,2021-01-12,,50/50,https://www.imdb.com/title/tt1306980/,movie,7.6,100,2011,"Comedy, Drama, Romance",341945,2011-09-12,Jonathan Levine,,
377,tt0191754,2021-01-14,2021-01-14,,28 Days,https://www.imdb.com/title/tt0191754/,movie,6.1,103,2000,"Comedy, Drama",54028,2000-02-08,Betty Thomas,,
378,tt0088939,2021-01-25,2021-01-25,,The Color Purple,https://www.imdb.com/title/tt0088939/,movie,7.7,154,1985,Drama,96188,1985-12-16,Steven Spielberg,,
379,tt0092965,2021-01-25,2021-01-25,,Empire of the Sun,https://www.imdb.com/title/tt0092965/,movie,7.7,153,1987,"Drama, War",133475,1987-12-08,Steven Spielberg,,
380,tt0212720,2021-01-25,2021-01-25,,A.I. Artificial Intelligence,https://www.imdb.com/title/tt0212720/,movie,7.2,146,2001,"Drama, Sci-Fi",321292,2001-06-26,Steven Spielberg,,
381,tt0369339,2021-01-27,2021-01-27,,Collateral,https://www.imdb.com/title/tt0369339/,movie,7.5,120,2004,"Action, Crime, Drama, Thriller",430128,2004-08-02,Michael Mann,,
382,tt1613750,2021-01-29,2021-01-29,,Kon-Tiki,https://www.imdb.com/title/tt1613750/,movie,7.1,118,2012,"Adventure, Biography, Drama, History",51688,2012-08-18,"Espen Sandberg, Joachim Rønning",,
383,tt2980210,2021-02-02,2021-02-02,,A Hologram for the King,https://www.imdb.com/title/tt2980210/,movie,6.1,98,2016,"Comedy, Drama, Romance",47251,2016-04-20,Tom Tykwer,,
384,tt6219898,2021-02-05,2021-02-05,,The Tale of Thomas Burberry,https://www.imdb.com/title/tt6219898/,short,7.5,3,2016,"Short, Drama",793,2016-11-01,Asif Kapadia,,
385,tt4721124,2021-02-05,2021-02-05,,The Exception,https://www.imdb.com/title/tt4721124/,movie,6.8,107,2016,"Drama, Romance, War",15191,2016-09-12,David Leveaux,,
386,tt5943392,2021-02-05,2021-02-05,,Branagh Theatre Live: Romeo and Juliet,https://www.imdb.com/title/tt5943392/,movie,8.2,165,2016,Romance,425,2016-07-07,"Benjamin Caron, Kenneth Branagh, Rob Ashford",,
387,tt1441940,2021-02-05,2021-02-05,,Broken,https://www.imdb.com/title/tt1441940/,movie,7.2,91,2012,"Drama, Romance",14897,2012-05-17,Rufus Norris,,
388,tt2446980,2021-02-06,2021-02-06,,Joy,https://www.imdb.com/title/tt2446980/,movie,6.6,124,2015,"Biography, Drama",144269,2015-12-13,David O. Russell,,
389,tt0275309,2021-02-13,2021-02-13,,Dogtown and Z-Boys,https://www.imdb.com/title/tt0275309/,movie,7.6,91,2001,"Documentary, Sport",13306,2001-01-19,Stacy Peralta,,
390,tt10612922,2021-02-15,2021-02-15,,One Night in Miami...,https://www.imdb.com/title/tt10612922/,movie,7.1,114,2020,Drama,34066,2020-09-07,Regina King,,
391,tt6857376,2021-02-15,2021-02-15,,Palmer,https://www.imdb.com/title/tt6857376/,movie,7.3,110,2021,Drama,43033,2021-01-29,Fisher Stevens,,
392,tt9845564,2021-02-15,2021-02-15,,Bajo Cero,https://www.imdb.com/title/tt9845564/,movie,6.2,106,2021,"Action, Drama, Thriller",21372,2021-01-29,Lluís Quílez,,
393,tt9850386,2021-02-16,2021-02-16,,The Bee Gees: How Can You Mend a Broken Heart,https://www.imdb.com/title/tt9850386/,movie,8.1,111,2020,"Documentary, Biography, Music",5563,2020-10-01,Frank Marshall,,
394,tt1084950,2021-02-17,2021-02-17,,Rachel Getting Married,https://www.imdb.com/title/tt1084950/,movie,6.7,113,2008,"Drama, Romance",50978,2008-09-03,Jonathan Demme,,
395,tt2347569,2021-02-18,2021-02-18,,Frances Ha,https://www.imdb.com/title/tt2347569/,movie,7.4,86,2012,"Comedy, Drama, Romance",93320,2012-09-01,Noah Baumbach,,
396,tt5691670,2021-02-19,2021-02-19,,Under the Silver Lake,https://www.imdb.com/title/tt5691670/,movie,6.5,139,2018,"Crime, Drama, Mystery, Thriller",50293,2018-05-15,David Robert Mitchell,,
397,tt13890392,2021-02-20,2021-02-20,,Fake Famous,https://www.imdb.com/title/tt13890392/,tvMovie,6.6,87,2021,Documentary,2221,2021-02-02,Nick Bilton,,
398,tt1193138,2021-02-21,2021-02-21,,Up in the Air,https://www.imdb.com/title/tt1193138/,movie,7.4,109,2009,"Comedy, Drama, Romance",348179,2009-09-05,Jason Reitman,,
399,tt2883512,2021-02-21,2021-02-21,,Chef,https://www.imdb.com/title/tt2883512/,movie,7.3,114,2014,"Adventure, Comedy, Drama",229927,2014-03-07,Jon Favreau,,
400,tt1231583,2021-02-21,2021-02-21,,Due Date,https://www.imdb.com/title/tt1231583/,movie,6.5,95,2010,"Comedy, Drama",356540,2010-10-31,Todd Phillips,,
401,tt0112579,2021-02-22,2021-02-22,,The Bridges of Madison County,https://www.imdb.com/title/tt0112579/,movie,7.6,135,1995,"Drama, Romance",88130,1995-05-30,Clint Eastwood,,
402,tt0103074,2021-02-22,2021-02-22,,Thelma & Louise,https://www.imdb.com/title/tt0103074/,movie,7.6,130,1991,"Adventure, Crime, Drama",170663,1991-05-20,Ridley Scott,,
403,tt0108550,2021-02-22,2021-02-22,,What's Eating Gilbert Grape,https://www.imdb.com/title/tt0108550/,movie,7.7,118,1993,Drama,252322,1993-10-01,Lasse Hallström,,
404,tt0117381,2021-02-22,2021-02-22,,Primal Fear,https://www.imdb.com/title/tt0117381/,movie,7.7,129,1996,"Crime, Drama, Mystery, Thriller",244312,1996-04-01,Gregory Hoblit,,
405,tt5788792,2021-02-22,2021-02-22,,The Marvelous Mrs. Maisel,https://www.imdb.com/title/tt5788792/,tvSeries,8.7,2408,2017,"Comedy, Drama",141261,2017-03-17,,,
406,tt9698442,2021-03-02,2021-03-02,,Behind Her Eyes,https://www.imdb.com/title/tt9698442/,tvMiniSeries,7.2,298,2021,"Drama, Mystery, Thriller",73839,2021-02-17,,,
407,tt8980602,2021-03-04,2021-03-04,,The Kid Detective,https://www.imdb.com/title/tt8980602/,movie,7.0,100,2020,"Comedy, Drama, Mystery",21986,2020-09-13,Evan Morgan,,
408,tt7768092,2021-03-18,2021-03-18,,Valley of the Boom,https://www.imdb.com/title/tt7768092/,tvSeries,6.6,60,2019,"Drama, History",722,2019-01-13,,,
409,tt0120787,2021-03-21,2021-03-21,,A Perfect Murder,https://www.imdb.com/title/tt0120787/,movie,6.6,107,1998,"Crime, Drama, Thriller",91617,1998-01-31,Andrew Davis,,
410,tt0362225,2021-03-21,2021-03-21,,Ne le dis à personne,https://www.imdb.com/title/tt0362225/,movie,7.5,131,2006,"Crime, Drama, Mystery, Romance, Thriller",57708,2006-10-30,Guillaume Canet,,
411,tt1462041,2021-03-21,2021-03-21,,Dream House,https://www.imdb.com/title/tt1462041/,movie,6.0,92,2011,"Drama, Mystery, Thriller",68934,2011-09-29,Jim Sheridan,,
412,tt0808279,2021-03-21,2021-03-21,,Funny Games,https://www.imdb.com/title/tt0808279/,movie,6.5,111,2007,"Crime, Drama, Thriller",103185,2007-10-20,Michael Haneke,,
413,tt1772250,2021-03-21,2021-03-21,,La cara oculta,https://www.imdb.com/title/tt1772250/,movie,7.3,97,2011,"Drama, Horror, Mystery, Thriller",45973,2011-09-16,Andrés Baiz,,
414,tt1705118,2021-03-24,2021-03-24,,LelleBelle,https://www.imdb.com/title/tt1705118/,tvMovie,5.4,85,2010,"Drama, Music, Romance",1417,2010-09-27,Mischa Kamp,,
415,tt7149730,2021-03-29,2021-03-29,,The Silencing,https://www.imdb.com/title/tt7149730/,movie,6.3,93,2020,"Action, Crime, Mystery, Thriller",33093,2020-07-18,Robin Pront,,
416,tt1656177,2021-03-29,2021-03-29,,Target Number One,https://www.imdb.com/title/tt1656177/,movie,6.2,125,2020,"Crime, Drama, History, Mystery, Thriller",5658,2020-06-11,Daniel Roby,,
417,tt0093010,2021-03-30,2021-03-30,,Fatal Attraction,https://www.imdb.com/title/tt0093010/,movie,6.9,119,1987,"Drama, Thriller",96104,1987-09-16,Adrian Lyne,,
418,tt0076584,2021-03-30,2021-03-30,,Quel maledetto treno blindato,https://www.imdb.com/title/tt0076584/,movie,6.5,99,1978,"Action, Adventure, War",10330,1978-02-08,Enzo G. Castellari,,
419,tt0090563,2021-03-31,2021-03-31,,37°2 le matin,https://www.imdb.com/title/tt0090563/,movie,7.3,119,1986,"Drama, Romance",23167,1986-04-09,Jean-Jacques Beineix,,
420,tt0822832,2021-04-01,2021-04-01,,Marley & Me,https://www.imdb.com/title/tt0822832/,movie,7.0,111,2008,"Drama, Family",166848,2008-12-25,David Frankel,,
421,tt8372298,2021-04-01,2021-04-01,,Swallow,https://www.imdb.com/title/tt8372298/,movie,6.5,94,2019,"Drama, Thriller",27875,2019-04-28,Carlo Mirabella-Davis,,
422,tt0480255,2021-04-06,2021-04-06,,The Losers,https://www.imdb.com/title/tt0480255/,movie,6.2,97,2010,"Action, Adventure, Comedy, Crime, Mystery, Thriller",106555,2010-04-20,Sylvain White,,
423,tt0098724,2021-04-07,2021-04-07,,"Sex, Lies, and Videotape",https://www.imdb.com/title/tt0098724/,movie,7.2,100,1989,Drama,58901,1989-01-20,Steven Soderbergh,,
424,tt3829920,2021-04-11,2021-04-11,,Only the Brave,https://www.imdb.com/title/tt3829920/,movie,7.6,134,2017,"Action, Biography, Drama",76451,2017-10-18,Joseph Kosinski,,
425,tt2066051,2021-04-13,2021-04-13,,Rocketman,https://www.imdb.com/title/tt2066051/,movie,7.3,121,2019,"Biography, Drama, Music, Musical",192685,2019-05-16,Dexter Fletcher,,
426,tt1172049,2021-04-21,2021-04-21,,Demolition,https://www.imdb.com/title/tt1172049/,movie,7.0,101,2015,"Comedy, Drama",110470,2015-09-10,Jean-Marc Vallée,,
427,tt5319838,2021-04-25,2021-04-25,,The Cuba Libre Story,https://www.imdb.com/title/tt5319838/,tvMiniSeries,7.6,52,2015,"Documentary, History",2009,2015-12-11,,,
428,tt10514222,2021-04-26,2021-04-26,,Ma Rainey's Black Bottom,https://www.imdb.com/title/tt10514222/,movie,6.9,94,2020,"Drama, Music",57492,2020-11-25,George C. Wolfe,,
429,tt10633456,2021-04-26,2021-04-26,,Minari,https://www.imdb.com/title/tt10633456/,movie,7.4,115,2020,Drama,95182,2020-01-26,Lee Isaac Chung,,
430,tt10272386,2021-04-26,2021-04-26,,The Father,https://www.imdb.com/title/tt10272386/,movie,8.2,97,2020,"Drama, Mystery",188414,2020-01-27,Florian Zeller,,
431,tt7888964,2021-05-04,2021-05-04,,Nobody,https://www.imdb.com/title/tt7888964/,movie,7.4,92,2021,"Action, Crime, Drama, Thriller",319267,2021-03-18,Ilya Naishuller,,
432,tt3011894,2021-05-23,2021-05-23,,Relatos salvajes,https://www.imdb.com/title/tt3011894/,movie,8.1,122,2014,"Comedy, Drama, Thriller",214201,2014-05-17,Damián Szifron,,
433,tt0227277,2021-05-23,2021-05-23,,Plata quemada,https://www.imdb.com/title/tt0227277/,movie,7.0,125,2000,"Crime, Drama, Romance, Thriller",6809,2000-05-11,Marcelo Piñeyro,,
434,tt1817273,2021-05-23,2021-05-23,,The Place Beyond the Pines,https://www.imdb.com/title/tt1817273/,movie,7.3,140,2012,"Crime, Drama, Thriller",288098,2012-09-07,Derek Cianfrance,,
435,tt2584384,2021-05-24,2021-05-24,,Jojo Rabbit,https://www.imdb.com/title/tt2584384/,movie,7.9,108,2019,"Comedy, Drama, War",435422,2019-09-08,Taika Waititi,,
436,tt0292506,2021-06-18,2021-06-18,,The Recruit,https://www.imdb.com/title/tt0292506/,movie,6.6,115,2003,"Action, Thriller",141625,2003-01-25,Roger Donaldson,,
437,tt0073486,2021-06-22,2021-06-22,,One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/,movie,8.7,133,1975,Drama,1063962,1975-11-19,Milos Forman,,
438,tt1600196,2021-06-30,2021-06-30,,The Drop,https://www.imdb.com/title/tt1600196/,movie,7.0,106,2014,"Crime, Drama, Thriller",161204,2014-09-05,Michaël R. Roskam,,
439,tt0267626,2021-06-30,2021-06-30,,K-19: The Widowmaker,https://www.imdb.com/title/tt0267626/,movie,6.7,138,2002,"Drama, History, Thriller, War",66920,2002-07-19,Kathryn Bigelow,,
440,tt3561180,2021-07-08,2021-07-08,,Ófærð,https://www.imdb.com/title/tt3561180/,tvSeries,8.0,60,2015,"Crime, Drama, Mystery, Thriller",24674,2015-09-20,,,
441,tt0093822,2021-08-22,2021-08-22,,Raising Arizona,https://www.imdb.com/title/tt0093822/,movie,7.3,94,1987,"Comedy, Crime",148974,1987-03-06,"Joel Coen, Ethan Coen",,
442,tt0113627,2021-08-22,2021-08-22,,Leaving Las Vegas,https://www.imdb.com/title/tt0113627/,movie,7.5,111,1995,"Drama, Romance",133425,1995-09-15,Mike Figgis,,
443,tt0893382,2021-08-25,2021-08-25,,Shine a Light,https://www.imdb.com/title/tt0893382/,movie,7.1,122,2008,"Documentary, Biography, Music",12257,2008-02-07,Martin Scorsese,,
444,tt1524137,2021-09-19,2021-09-19,,Contraband,https://www.imdb.com/title/tt1524137/,movie,6.4,109,2012,"Action, Adventure, Crime, Drama, Mystery, Thriller",125989,2012-01-12,Baltasar Kormákur,,
445,tt10986410,2021-09-20,2021-09-20,,Ted Lasso,https://www.imdb.com/title/tt10986410/,tvSeries,8.8,1453,2020,"Comedy, Drama, Sport",337749,2020-08-14,,,
446,tt1103275,2021-09-27,2021-09-27,,Two Lovers,https://www.imdb.com/title/tt1103275/,movie,7.0,110,2008,"Drama, Romance",43299,2008-05-19,James Gray,,
447,tt8110232,2021-09-27,2021-09-27,,The Many Saints of Newark,https://www.imdb.com/title/tt8110232/,movie,6.3,120,2021,"Crime, Drama",62546,2021-09-22,Alan Taylor,,
448,tt6794424,2021-10-04,2021-10-04,,LA 92,https://www.imdb.com/title/tt6794424/,movie,8.2,114,2017,"Documentary, Crime, History",6857,2017-04-21,"Daniel Lindsay, T.J. Martin",,
449,tt6338476,2021-10-06,2021-10-06,,Lost in London,https://www.imdb.com/title/tt6338476/,movie,6.1,103,2017,"Comedy, Drama",4663,2017-01-19,Woody Harrelson,,
450,tt8772262,2021-10-06,2021-10-06,,Midsommar,https://www.imdb.com/title/tt8772262/,movie,7.1,148,2019,"Drama, Horror, Mystery, Thriller",393394,2019-06-24,Ari Aster,,
451,tt1748207,2021-10-06,2021-10-06,,Sound of My Voice,https://www.imdb.com/title/tt1748207/,movie,6.6,87,2011,"Drama, Mystery, Sci-Fi, Thriller",22877,2011-01-24,Zal Batmanglij,,
452,tt1190634,2021-10-21,2021-10-21,,The Boys,https://www.imdb.com/title/tt1190634/,tvSeries,8.7,60,2019,"Action, Comedy, Crime, Drama, Sci-Fi",633031,2019-07-16,,,
453,tt0215750,2021-10-24,2021-10-24,,Enemy at the Gates,https://www.imdb.com/title/tt0215750/,movie,7.5,131,2001,"Action, Drama, War",276032,2001-02-07,Jean-Jacques Annaud,,
454,tt7660850,2021-11-02,2021-11-02,,Succession,https://www.imdb.com/title/tt7660850/,tvSeries,8.8,2409,2018,"Comedy, Drama",263234,2018-04-27,,,
455,tt14039582,2022-01-10,2022-01-10,,Doraibu mai kâ,https://www.imdb.com/title/tt14039582/,movie,7.5,179,2021,Drama,63895,2021-07-11,Ryûsuke Hamaguchi,,
456,tt13066182,2022-01-10,2022-01-10,,El buen patrón,https://www.imdb.com/title/tt13066182/,movie,7.1,116,2021,"Comedy, Drama",12861,2021-09-21,Fernando León de Aranoa,,
457,tt9639470,2022-01-10,2022-01-10,,Last Night in Soho,https://www.imdb.com/title/tt9639470/,movie,7.0,116,2021,"Drama, Horror, Mystery, Thriller",172993,2021-09-04,Edgar Wright,,
458,tt7740496,2022-01-10,2022-01-10,,Nightmare Alley,https://www.imdb.com/title/tt7740496/,movie,7.0,150,2021,"Crime, Drama, Thriller",163401,2021-12-01,Guillermo del Toro,,
459,tt10626534,2022-01-12,2022-01-12,,Transgression,https://www.imdb.com/title/tt10626534/,movie,4.2,99,2017,Drama,177,2017-10-31,Val Todorov,,
460,tt3108894,2022-01-12,2022-01-12,,The Tender Bar,https://www.imdb.com/title/tt3108894/,movie,6.7,106,2021,"Biography, Drama",33313,2021-10-10,George Clooney,,
461,tt0488120,2022-01-18,2022-01-18,,Fracture,https://www.imdb.com/title/tt0488120/,movie,7.2,113,2007,"Crime, Drama, Thriller",217588,2007-04-11,Gregory Hoblit,,
462,tt11271038,2022-01-28,2022-01-28,,Licorice Pizza,https://www.imdb.com/title/tt11271038/,movie,7.1,133,2021,"Comedy, Drama, Romance",138725,2021-11-20,Paul Thomas Anderson,,
463,tt0101410,2022-03-10,2022-03-10,,Barton Fink,https://www.imdb.com/title/tt0101410/,movie,7.6,116,1991,"Comedy, Drama, Thriller",128249,1991-05-18,"Joel Coen, Ethan Coen",,
464,tt0122515,2022-03-10,2022-03-10,,The Acid House,https://www.imdb.com/title/tt0122515/,movie,6.2,111,1998,"Comedy, Drama",8022,1998-07-02,Paul McGuigan,,
465,tt0113540,2022-03-10,2022-03-10,,Kids,https://www.imdb.com/title/tt0113540/,movie,7.0,91,1995,Drama,84020,1995-01-31,Larry Clark,,
466,tt5294522,2022-03-13,2022-03-13,,Dreamland,https://www.imdb.com/title/tt5294522/,movie,5.9,98,2019,"Drama, Thriller, Western",8269,2019-04-13,Miles Joris-Peyrafitte,,
467,tt2180339,2022-04-01,2022-04-01,,Deep Water,https://www.imdb.com/title/tt2180339/,movie,5.5,115,2022,"Drama, Mystery, Thriller",56236,2022-03-17,Adrian Lyne,,
468,tt0265459,2022-04-05,2022-04-05,,One Hour Photo,https://www.imdb.com/title/tt0265459/,movie,6.8,96,2002,"Drama, Thriller",131056,2002-01-13,Mark Romanek,,
469,tt3876910,2022-05-05,2022-05-05,,Dangerous,https://www.imdb.com/title/tt3876910/,movie,5.1,99,2021,"Action, Thriller",8446,2021-11-05,David Hackl,,
470,tt0369441,2022-05-06,2022-05-06,,Fun with Dick and Jane,https://www.imdb.com/title/tt0369441/,movie,6.2,90,2005,"Comedy, Crime",153123,2005-12-21,Dean Parisot,,
471,tt1386588,2022-05-06,2022-05-06,,The Other Guys,https://www.imdb.com/title/tt1386588/,movie,6.6,107,2010,"Action, Comedy, Crime, Thriller",286194,2010-08-02,Adam McKay,,
472,tt0119381,2022-05-28,2022-05-28,,Inventing the Abbotts,https://www.imdb.com/title/tt0119381/,movie,6.4,110,1997,"Drama, Romance",13903,1997-04-04,Pat O'Connor,,
473,tt0970179,2022-07-01,2022-07-01,,Hugo,https://www.imdb.com/title/tt0970179/,movie,7.5,126,2011,"Adventure, Drama, Family, Fantasy, Mystery",335494,2011-10-10,Martin Scorsese,,
474,tt1440292,2022-07-25,2022-07-25,,Submarine,https://www.imdb.com/title/tt1440292/,movie,7.3,97,2010,"Comedy, Drama, Romance",96077,2010-09-12,Richard Ayoade,,
475,tt0096716,2022-08-05,2022-08-05,,Traffik,https://www.imdb.com/title/tt0096716/,tvMiniSeries,8.4,315,1989,"Crime, Drama",1577,1989-06-22,,,
476,tt0475394,2022-08-11,2022-08-11,,Smokin' Aces,https://www.imdb.com/title/tt0475394/,movie,6.6,109,2006,"Action, Comedy, Crime, Drama, Thriller",151490,2006-12-09,Joe Carnahan,,
477,tt12262116,2022-08-19,2022-08-19,,Thirteen Lives,https://www.imdb.com/title/tt12262116/,movie,7.8,147,2022,"Action, Adventure, Biography, Drama, Thriller",66470,2022-07-29,Ron Howard,,
478,tt13823494,2022-09-21,2022-09-21,,Pistol,https://www.imdb.com/title/tt13823494/,tvMiniSeries,7.6,,2022,"Biography, Drama, Music",8443,2022-05-31,,,
479,tt3704428,2022-09-21,2022-09-21,,Elvis,https://www.imdb.com/title/tt3704428/,movie,7.3,159,2022,"Biography, Drama, Music",229054,2022-05-25,Baz Luhrmann,,
480,tt13659418,2022-09-21,2022-09-21,,Pam & Tommy,https://www.imdb.com/title/tt13659418/,tvMiniSeries,7.3,340,2022,"Biography, Comedy, Drama, Romance",39351,2022-02-01,,,
481,tt9244556,2022-09-21,2022-09-21,,Mrs. America,https://www.imdb.com/title/tt9244556/,tvMiniSeries,7.9,458,2020,"Biography, Drama, History",13422,2020-04-15,,,
482,tt3224458,2022-09-21,2022-09-21,,A Beautiful Day in the Neighborhood,https://www.imdb.com/title/tt3224458/,movie,7.2,109,2019,"Biography, Drama",87704,2019-09-07,Marielle Heller,,
483,tt0109707,2022-09-21,2022-09-21,,Ed Wood,https://www.imdb.com/title/tt0109707/,movie,7.8,127,1994,"Biography, Comedy, Drama",183182,1994-09-24,Tim Burton,,
484,tt8746478,2022-09-21,2022-09-21,,Fosse/Verdon,https://www.imdb.com/title/tt8746478/,tvMiniSeries,7.9,402,2019,"Biography, Drama, Music",7267,2019-04-09,,,
485,tt6266538,2022-09-21,2022-09-21,,Vice,https://www.imdb.com/title/tt6266538/,movie,7.2,132,2018,"Biography, Comedy, Drama, History",160916,2018-12-12,Adam McKay,,
486,tt2388986,2022-09-21,2022-09-21,,Paterno,https://www.imdb.com/title/tt2388986/,tvMovie,6.5,105,2018,"Biography, Crime, Drama, Sport",7521,2018-04-07,Barry Levinson,,
487,tt4622512,2022-09-21,2022-09-21,,Battle of the Sexes,https://www.imdb.com/title/tt4622512/,movie,6.7,121,2017,"Biography, Comedy, Drama, History, Sport",59450,2017-09-02,"Jonathan Dayton, Valerie Faris",,
488,tt0340855,2022-09-21,2022-09-21,,Monster,https://www.imdb.com/title/tt0340855/,movie,7.3,109,2003,"Biography, Crime, Drama, Thriller",160523,2003-11-16,Patty Jenkins,,
489,tt2375255,2022-09-21,2022-09-21,,Liz & Dick,https://www.imdb.com/title/tt2375255/,tvMovie,4.0,88,2012,"Biography, Drama, Romance",4339,2012-11-25,Lloyd Kramer,,
490,tt2402085,2022-09-21,2022-09-21,,Jimi: All Is by My Side,https://www.imdb.com/title/tt2402085/,movie,5.7,118,2013,"Biography, Drama, Music",6988,2013-09-07,John Ridley,,
491,tt0432402,2022-09-21,2022-09-21,,Factory Girl,https://www.imdb.com/title/tt0432402/,movie,6.4,100,2006,"Biography, Drama",22274,2006-12-29,George Hickenlooper,,
492,tt0285728,2022-09-23,2022-09-23,,Dahmer,https://www.imdb.com/title/tt0285728/,movie,5.6,101,2002,"Biography, Crime, Drama, Horror, Thriller",11591,2002-06-21,David Jacobson,,
493,tt0115964,2022-12-30,2022-12-30,,Crash,https://www.imdb.com/title/tt0115964/,movie,6.4,100,1996,Drama,65755,1996-05-17,David Cronenberg,,
494,tt1273221,2023-03-04,2023-03-04,,London Fields,https://www.imdb.com/title/tt1273221/,movie,3.9,118,2018,"Crime, Mystery, Thriller",12078,2018-09-20,Mathew Cullen,,
495,tt11525644,2023-03-15,2023-03-15,,No Sudden Move,https://www.imdb.com/title/tt11525644/,movie,6.4,115,2021,"Crime, Drama, Mystery, Thriller",40661,2021-06-18,Steven Soderbergh,,
496,tt0400063,2023-04-08,2023-04-08,,Sometimes in April,https://www.imdb.com/title/tt0400063/,tvMovie,7.8,140,2005,"Drama, History, War",5987,2005-02-17,Raoul Peck,,
497,tt8236336,2023-06-07,2023-06-07,,The Report,https://www.imdb.com/title/tt8236336/,movie,7.2,119,2019,"Biography, Crime, Drama, History, Thriller",50051,2019-01-26,Scott Z. Burns,,
498,tt1536537,2023-06-23,2023-06-23,,What Happened to Monday,https://www.imdb.com/title/tt1536537/,movie,6.8,123,2017,"Action, Crime, Fantasy, Mystery, Sci-Fi, Thriller",133054,2017-08-05,Tommy Wirkola,,
499,tt1825157,2023-06-23,2023-06-23,,The Double,https://www.imdb.com/title/tt1825157/,movie,6.5,93,2013,"Comedy, Drama, Mystery, Sci-Fi, Thriller",52841,2013-09-07,Richard Ayoade,,
500,tt1637688,2023-06-23,2023-06-23,,In Time,https://www.imdb.com/title/tt1637688/,movie,6.7,109,2011,"Action, Sci-Fi, Thriller",442226,2011-10-20,Andrew Niccol,,
501,tt1980209,2023-06-23,2023-06-23,,Pain & Gain,https://www.imdb.com/title/tt1980209/,movie,6.4,129,2013,"Action, Biography, Comedy, Crime, Drama, Mystery",228311,2013-04-11,Michael Bay,,
502,tt0485947,2023-06-23,2023-06-23,,Mr. Nobody,https://www.imdb.com/title/tt0485947/,movie,7.7,141,2009,"Drama, Fantasy, Romance, Sci-Fi",244749,2009-09-11,Jaco Van Dormael,,
503,tt0278504,2023-09-16,2023-09-16,,Insomnia,https://www.imdb.com/title/tt0278504/,movie,7.2,118,2002,"Drama, Mystery, Thriller",316009,2002-05-03,Christopher Nolan,,
504,tt5537002,2023-11-15,2023-11-15,,Killers of the Flower Moon,https://www.imdb.com/title/tt5537002/,movie,7.7,206,2023,"Crime, Drama, History, Mystery, Romance, Western",204694,2023-05-20,Martin Scorsese,,
505,tt0421073,2023-12-06,2023-12-06,,Street Kings,https://www.imdb.com/title/tt0421073/,movie,6.8,109,2008,"Action, Crime, Thriller",120165,2008-04-03,David Ayer,,
506,tt0119223,2023-12-16,2023-12-16,,Great Expectations,https://www.imdb.com/title/tt0119223/,movie,6.8,111,1998,"Drama, Romance",56616,1998-01-30,Alfonso Cuarón,,
507,tt8688634,2023-12-20,2023-12-20,,21 Bridges,https://www.imdb.com/title/tt8688634/,movie,6.6,99,2019,"Action, Adventure, Crime, Drama, Mystery, Thriller",73343,2019-09-25,Brian Kirk,,
508,tt0206634,2024-01-02,2024-01-02,,Children of Men,https://www.imdb.com/title/tt0206634/,movie,7.9,109,2006,"Action, Drama, Sci-Fi, Thriller",526198,2006-09-03,Alfonso Cuarón,,
509,tt8080122,2024-02-14,2024-02-14,,Godfather of Harlem,https://www.imdb.com/title/tt8080122/,tvSeries,8.1,55,2019,"Crime, Drama",20395,2019-09-28,,,
