Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
145,tt1194173,2019-04-21,2019-04-21,,The Bourne Legacy,https://www.imdb.com/title/tt1194173/,movie,6.6,135,2012,"Action, Adventure, Thriller",314291,2012-07-30,Tony Gilroy,,
146,tt4196776,2019-04-21,2019-04-21,,Jason Bourne,https://www.imdb.com/title/tt4196776/,movie,6.6,123,2016,"Action, Thriller",240478,2016-07-03,Paul Greengrass,,
147,tt0372183,2019-04-21,2019-04-21,,The Bourne Supremacy,https://www.imdb.com/title/tt0372183/,movie,7.7,108,2004,"Action, Mystery, Thriller",484259,2004-07-16,Paul Greengrass,,
148,tt1014763,2019-04-25,2019-04-25,,Child 44,https://www.imdb.com/title/tt1014763/,movie,6.4,137,2015,"Crime, Drama, History, Mystery, Thriller",75433,2015-04-15,Daniel Espinosa,,
149,tt0110005,2019-04-25,2019-04-25,,Heavenly Creatures,https://www.imdb.com/title/tt0110005/,movie,7.3,99,1994,"Biography, Crime, Drama, Thriller",67064,1994-07-08,Peter Jackson,,
150,tt2229499,2019-05-04,2019-05-04,,Don Jon,https://www.imdb.com/title/tt2229499/,movie,6.5,90,2013,"Comedy, Drama, Romance",246282,2013-01-18,Joseph Gordon-Levitt,,
151,tt1045772,2019-05-12,2019-05-12,,I Love You Phillip Morris,https://www.imdb.com/title/tt1045772/,movie,6.6,102,2009,"Biography, Comedy, Crime, Drama, Romance",99474,2009-01-18,"Glenn Ficarra, John Requa",,
152,tt0347449,2019-05-16,2019-05-16,,Luna de Avellaneda,https://www.imdb.com/title/tt0347449/,movie,7.2,143,2004,"Comedy, Drama, Sport",5610,2004-05-20,Juan José Campanella,,
153,tt0292542,2019-05-16,2019-05-16,,El hijo de la novia,https://www.imdb.com/title/tt0292542/,movie,7.8,123,2001,"Comedy, Drama",16426,2001-08-16,Juan José Campanella,,
154,tt5834204,2019-05-16,2019-05-16,,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,tvSeries,8.4,60,2017,"Drama, Sci-Fi, Thriller",255549,2017-04-24,,,
155,tt2814362,2019-05-21,2019-05-21,,United Passions,https://www.imdb.com/title/tt2814362/,movie,2.1,110,2014,"Drama, History, Sport",4409,2014-05-18,Frédéric Auburtin,,
156,tt1125929,2019-05-22,2019-05-22,,Love Ranch,https://www.imdb.com/title/tt1125929/,movie,5.6,117,2010,"Biography, Comedy, Drama, Romance, Sport",3356,2010-06-30,Taylor Hackford,,
157,tt6938828,2019-05-22,2019-05-22,,At Eternity's Gate,https://www.imdb.com/title/tt6938828/,movie,6.9,111,2018,"Biography, Drama, History",39488,2018-09-03,Julian Schnabel,,
158,tt9852660,2019-05-22,2019-05-22,,Monzón,https://www.imdb.com/title/tt9852660/,tvSeries,7.9,44,2019,"Biography, Crime, Drama, History, Sport",840,2019-03-25,,,
159,tt3361792,2019-05-22,2019-05-22,,Tolkien,https://www.imdb.com/title/tt3361792/,movie,6.8,112,2019,"Biography, Drama, Romance, War",46064,2019-04-29,Dome Karukoski,,
160,tt0097457,2019-05-22,2019-05-22,,Great Balls of Fire!,https://www.imdb.com/title/tt0097457/,movie,6.3,108,1989,"Biography, Drama, Music",18812,1989-06-26,Jim McBride,,
161,tt0116695,2019-05-24,2019-05-24,,Jerry Maguire,https://www.imdb.com/title/tt0116695/,movie,7.3,139,1996,"Comedy, Drama, Romance, Sport",284853,1996-12-06,Cameron Crowe,,
162,tt1650048,2019-05-26,2019-05-26,,Laurence Anyways,https://www.imdb.com/title/tt1650048/,movie,7.6,168,2012,"Drama, Romance",22053,2012-05-18,Xavier Dolan,,
163,tt0375210,2019-06-05,2019-06-05,,White Noise,https://www.imdb.com/title/tt0375210/,movie,5.5,101,2005,"Drama, Horror, Mystery, Thriller",50583,2005-01-07,Geoffrey Sax,,
164,tt0082334,2019-06-05,2019-06-05,,The Entity,https://www.imdb.com/title/tt0082334/,movie,6.7,125,1982,"Drama, Horror",18100,1982-09-30,Sidney J. Furie,,
165,tt0118845,2019-06-21,2019-06-21,,Chun gwong cha sit,https://www.imdb.com/title/tt0118845/,movie,7.7,96,1997,"Drama, Romance",33565,1997-05-17,Kar-Wai Wong,,
166,tt0467406,2019-06-25,2019-06-25,,Juno,https://www.imdb.com/title/tt0467406/,movie,7.5,96,2007,"Comedy, Drama",546287,2007-09-01,Jason Reitman,,
167,tt2172934,2019-06-28,2019-06-28,,3 Days to Kill,https://www.imdb.com/title/tt2172934/,movie,6.2,117,2014,"Action, Comedy, Drama, Thriller",97254,2014-02-12,McG,,
168,tt1735907,2019-06-28,2019-06-28,,The Adderall Diaries,https://www.imdb.com/title/tt1735907/,movie,5.2,87,2015,"Crime, Drama, Mystery, Thriller",6091,2015-04-16,Pamela Romanowsky,,
169,tt3659388,2019-07-05,2019-07-05,,The Martian,https://www.imdb.com/title/tt3659388/,movie,8.0,144,2015,"Adventure, Drama, Sci-Fi",913948,2015-09-11,Ridley Scott,,
170,tt1321870,2019-07-10,2019-07-10,,Gangster Squad,https://www.imdb.com/title/tt1321870/,movie,6.7,113,2013,"Action, Crime, Drama, Thriller",222016,2013-01-07,Ruben Fleischer,,
171,tt1790885,2019-07-13,2019-07-13,,Zero Dark Thirty,https://www.imdb.com/title/tt1790885/,movie,7.4,157,2012,"Drama, History, Thriller",317078,2012-12-10,Kathryn Bigelow,,
172,tt7204348,2019-07-21,2019-07-21,,El ángel,https://www.imdb.com/title/tt7204348/,movie,6.9,118,2018,"Biography, Crime, Drama",11477,2018-05-11,Luis Ortega,,
173,tt1705786,2019-07-21,2019-07-21,,Un cuento chino,https://www.imdb.com/title/tt1705786/,movie,7.3,93,2011,"Comedy, Drama",19406,2011-03-24,Sebastián Borensztein,,
174,tt0093409,2019-08-04,2019-08-04,,Lethal Weapon,https://www.imdb.com/title/tt0093409/,movie,7.6,109,1987,"Action, Crime, Thriller",274451,1987-03-06,Richard Donner,,
175,tt8453986,2019-08-07,2019-08-07,,El cuento de las comadrejas,https://www.imdb.com/title/tt8453986/,movie,7.2,129,2019,"Comedy, Drama",3633,2019-05-16,Juan José Campanella,,
176,tt2674426,2019-08-18,2019-08-18,,Me Before You,https://www.imdb.com/title/tt2674426/,movie,7.4,110,2016,"Drama, Romance",283360,2016-05-23,Thea Sharrock,,
177,tt1441912,2019-09-07,2019-09-07,,The Way,https://www.imdb.com/title/tt1441912/,movie,7.3,123,2010,"Comedy, Drama",35051,2010-09-10,Emilio Estevez,,
178,tt3300542,2019-09-10,2019-09-10,,London Has Fallen,https://www.imdb.com/title/tt3300542/,movie,5.9,99,2016,"Action, Thriller",168456,2016-02-25,Babak Najafi,,
179,tt6189022,2019-09-10,2019-09-10,,Angel Has Fallen,https://www.imdb.com/title/tt6189022/,movie,6.4,121,2019,"Action, Thriller",109122,2019-08-20,Ric Roman Waugh,,
180,tt2302755,2019-09-10,2019-09-10,,Olympus Has Fallen,https://www.imdb.com/title/tt2302755/,movie,6.5,119,2013,"Action, Thriller",290680,2013-03-18,Antoine Fuqua,,
181,tt0758766,2019-09-15,2019-09-15,,Music and Lyrics,https://www.imdb.com/title/tt0758766/,movie,6.5,104,2007,"Comedy, Music, Romance",106857,2007-02-09,Marc Lawrence,,
182,tt0067116,2019-09-15,2019-09-15,,The French Connection,https://www.imdb.com/title/tt0067116/,movie,7.7,104,1971,"Action, Crime, Drama, Thriller",134349,1971-10-07,William Friedkin,,
183,tt0259711,2019-09-15,2019-09-15,,Vanilla Sky,https://www.imdb.com/title/tt0259711/,movie,6.9,136,2001,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",283962,2001-12-10,Cameron Crowe,,
184,tt4682788,2019-09-15,2019-09-15,,Loving Pablo,https://www.imdb.com/title/tt4682788/,movie,6.3,123,2017,"Biography, Crime, Drama",22218,2017-09-06,Fernando León de Aranoa,,
185,tt3402236,2019-09-15,2019-09-15,,Murder on the Orient Express,https://www.imdb.com/title/tt3402236/,movie,6.5,114,2017,"Crime, Drama, Mystery",293063,2017-11-03,Kenneth Branagh,,
186,tt0077280,2019-09-19,2019-09-19,,The Buddy Holly Story,https://www.imdb.com/title/tt0077280/,movie,7.2,114,1978,"Biography, Drama, Music",9916,1978-05-18,Steve Rash,,
187,tt0401445,2019-09-19,2019-09-19,,A Good Year,https://www.imdb.com/title/tt0401445/,movie,6.9,117,2006,"Comedy, Drama, Romance",100835,2006-09-09,Ridley Scott,,
188,tt0319061,2019-09-19,2019-09-19,,Big Fish,https://www.imdb.com/title/tt0319061/,movie,8.0,125,2003,"Adventure, Drama, Fantasy, Romance",456937,2003-12-04,Tim Burton,,
189,tt8266310,2019-09-24,2019-09-24,,Blinded by the Light,https://www.imdb.com/title/tt8266310/,movie,6.9,118,2019,"Comedy, Drama, Music",27118,2019-01-27,Gurinder Chadha,,
190,tt10298454,2019-09-26,2019-09-26,,Así habló el cambista,https://www.imdb.com/title/tt10298454/,movie,6.3,97,2019,"Comedy, Drama",311,2019-09-08,Federico Veiroj,,
191,tt6386748,2019-09-26,2019-09-26,,Pájaros de verano,https://www.imdb.com/title/tt6386748/,movie,7.5,125,2018,"Crime, Drama",13048,2018-05-09,"Cristina Gallego, Ciro Guerra",,
192,tt4285496,2019-09-26,2019-09-26,,El abrazo de la serpiente,https://www.imdb.com/title/tt4285496/,movie,7.8,125,2015,"Adventure, Biography, Drama",24296,2015-05-15,Ciro Guerra,,
193,tt1933667,2019-09-29,2019-09-29,,The Wizard of Lies,https://www.imdb.com/title/tt1933667/,tvMovie,6.8,133,2017,"Biography, Crime, Drama",28393,2017-05-11,Barry Levinson,,
194,tt5693182,2019-10-04,2019-10-04,,Creation Stories,https://www.imdb.com/title/tt5693182/,movie,6.1,105,2021,"Biography, Drama, Music",1519,2021-02-24,Nick Moran,,
195,tt4084744,2019-11-02,2019-11-02,,Bitva za Sevastopol,https://www.imdb.com/title/tt4084744/,movie,7.0,110,2015,"Action, Biography, Drama, History, Romance, War",13813,2015-04-02,Sergey Mokritskiy,,
196,tt0093058,2019-12-03,2019-12-03,,Full Metal Jacket,https://www.imdb.com/title/tt0093058/,movie,8.3,116,1987,"Drama, War",784223,1987-06-17,Stanley Kubrick,,
197,tt6924650,2019-12-04,2019-12-04,,Midway,https://www.imdb.com/title/tt6924650/,movie,6.7,138,2019,"Action, Drama, History, War",93573,2019-10-24,Roland Emmerich,,
198,tt2481498,2019-12-13,2019-12-13,,"Extremely Wicked, Shockingly Evil and Vile",https://www.imdb.com/title/tt2481498/,movie,6.7,110,2019,"Biography, Crime, Drama, Mystery, Thriller",101636,2019-01-26,Joe Berlinger,,
199,tt4093826,2019-12-18,2019-12-18,,Twin Peaks: The Return,https://www.imdb.com/title/tt4093826/,tvSeries,8.5,1032,2017,"Crime, Drama, Horror, Mystery, Thriller",74811,2017-03-14,,,
200,tt6823368,2020-01-01,2020-01-01,,Glass,https://www.imdb.com/title/tt6823368/,movie,6.6,129,2019,"Drama, Horror, Sci-Fi, Thriller",264579,2019-01-07,M. Night Shyamalan,,
201,tt0099348,2020-01-01,2020-01-01,,Dances with Wolves,https://www.imdb.com/title/tt0099348/,movie,8.0,181,1990,"Adventure, Drama, Western",287656,1990-10-19,Kevin Costner,,
202,tt0079417,2020-01-01,2020-01-01,,Kramer vs. Kramer,https://www.imdb.com/title/tt0079417/,movie,7.8,105,1979,Drama,153505,1979-12-05,Robert Benton,,
203,tt0138097,2020-01-01,2020-01-01,,Shakespeare in Love,https://www.imdb.com/title/tt0138097/,movie,7.1,123,1998,"Comedy, Drama, History, Romance",233289,1998-12-03,John Madden,,
204,tt0116209,2020-01-01,2020-01-01,,The English Patient,https://www.imdb.com/title/tt0116209/,movie,7.4,162,1996,"Drama, Romance, War",198911,1996-10-31,Anthony Minghella,,
205,tt0116282,2020-01-01,2020-01-01,,Fargo,https://www.imdb.com/title/tt0116282/,movie,8.1,98,1996,"Crime, Thriller",720138,1996-03-08,"Joel Coen, Ethan Coen",,
206,tt0119925,2020-01-02,2020-01-02,,The Postman,https://www.imdb.com/title/tt0119925/,movie,6.1,177,1997,"Action, Adventure, Drama, Sci-Fi",77792,1997-12-12,Kevin Costner,,
207,tt7549996,2020-01-06,2020-01-06,,Judy,https://www.imdb.com/title/tt7549996/,movie,6.8,118,2019,"Biography, Drama, Music, Romance",54476,2019-08-30,Rupert Goold,,
208,tt0364569,2020-01-08,2020-01-08,,Oldeuboi,https://www.imdb.com/title/tt0364569/,movie,8.3,120,2003,"Action, Drama, Mystery, Thriller",628505,2003-11-21,Park Chan-wook,,
209,tt0054215,2020-01-08,2020-01-08,,Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",712714,1960-06-16,Alfred Hitchcock,,
210,tt0765443,2020-01-08,2020-01-08,,Eastern Promises,https://www.imdb.com/title/tt0765443/,movie,7.6,100,2007,"Crime, Drama, Thriller",259031,2007-09-08,David Cronenberg,,
211,tt0119008,2020-01-08,2020-01-08,,Donnie Brasco,https://www.imdb.com/title/tt0119008/,movie,7.7,127,1997,"Biography, Crime, Drama",329737,1997-02-24,Mike Newell,,
212,tt0099850,2020-01-08,2020-01-08,,Internal Affairs,https://www.imdb.com/title/tt0099850/,movie,6.5,115,1990,"Crime, Drama, Thriller",22279,1990-01-12,Mike Figgis,,
213,tt0338564,2020-01-08,2020-01-08,,Mou gaan dou,https://www.imdb.com/title/tt0338564/,movie,8.0,101,2002,"Action, Crime, Drama, Mystery, Thriller",130531,2002-12-09,"Alan Mak, Andrew Lau",,
214,tt0106489,2020-01-08,2020-01-08,,A Bronx Tale,https://www.imdb.com/title/tt0106489/,movie,7.8,121,1993,"Crime, Drama",158757,1993-09-09,Robert De Niro,,
215,tt3513548,2020-01-13,2020-01-13,,Richard Jewell,https://www.imdb.com/title/tt3513548/,movie,7.5,131,2019,"Biography, Crime, Drama",96655,2019-11-20,Clint Eastwood,,
216,tt3281548,2020-01-13,2020-01-13,,Little Women,https://www.imdb.com/title/tt3281548/,movie,7.8,135,2019,"Drama, Romance",240467,2019-12-07,Greta Gerwig,,
217,tt5538670,2020-01-16,2020-01-16,,Pacto de Fuga,https://www.imdb.com/title/tt5538670/,movie,6.9,135,2020,"Drama, Thriller",2393,2020-01-23,David Albala,,
218,tt6679794,2020-01-17,2020-01-17,,Outlaw King,https://www.imdb.com/title/tt6679794/,movie,6.9,121,2018,"Action, Biography, Drama, History, War",80096,2018-09-06,David Mackenzie,,
219,tt4846340,2020-01-18,2020-01-18,,Hidden Figures,https://www.imdb.com/title/tt4846340/,movie,7.8,127,2016,"Biography, Drama, History",252466,2016-12-01,Theodore Melfi,,
220,tt5466186,2020-01-19,2020-01-19,,Entebbe,https://www.imdb.com/title/tt5466186/,movie,5.9,107,2018,"Action, Drama, History, Thriller",17169,2018-02-19,José Padilha,,
221,tt0062430,2020-01-24,2020-01-24,,Valley of the Dolls,https://www.imdb.com/title/tt0062430/,movie,6.0,123,1967,"Drama, Music, Romance",9664,1967-12-13,Mark Robson,,
222,tt0393109,2020-01-26,2020-01-26,,Brick,https://www.imdb.com/title/tt0393109/,movie,7.1,110,2005,"Crime, Drama, Mystery, Thriller",109740,2005-01-31,Rian Johnson,,
223,tt0804497,2020-01-26,2020-01-26,,It's Kind of a Funny Story,https://www.imdb.com/title/tt0804497/,movie,7.1,101,2010,"Comedy, Drama, Romance",147431,2010-07-02,"Anna Boden, Ryan Fleck",,
224,tt2101441,2020-01-26,2020-01-26,,Spring Breakers,https://www.imdb.com/title/tt2101441/,movie,5.3,94,2012,"Crime, Drama, Thriller",147968,2012-09-05,Harmony Korine,,
225,tt2474958,2020-01-26,2020-01-26,,Kill Your Friends,https://www.imdb.com/title/tt2474958/,movie,6.0,103,2015,"Comedy, Crime, Music, Thriller",10009,2015-08-05,Owen Harris,,
226,tt1502397,2020-01-26,2020-01-26,,Bad Boys for Life,https://www.imdb.com/title/tt1502397/,movie,6.5,124,2020,"Action, Comedy, Crime, Thriller",173449,2020-01-07,"Bilall Fallah, Adil El Arbi",,
227,tt3203606,2020-01-29,2020-01-29,,Trumbo,https://www.imdb.com/title/tt3203606/,movie,7.4,124,2015,"Biography, Drama",84509,2015-09-12,Jay Roach,,
228,tt2316411,2020-01-29,2020-01-29,,Enemy,https://www.imdb.com/title/tt2316411/,movie,6.9,91,2013,"Drama, Mystery, Thriller",211587,2013-09-08,Denis Villeneuve,,
